Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted,Year,Month,PositivityRate,CFR
2020-03-06,India,Maharashtra,1926,51,245,1630,6959,2020,2020-03,0.2767639028596063,0.0264797507788162
2020-03-06,India,Kerala,4742,152,325,4265,7085,2020,2020-03,0.6693013408609739,0.03205398566005905
2020-03-06,India,Delhi,3434,168,2390,876,12999,2020,2020-03,0.26417416724363413,0.0489225393127548
2020-03-06,USA,New York,2591,66,836,1689,8738,2020,2020-03,0.2965209430075532,0.02547279042840602
2020-03-06,USA,California,1955,33,810,1112,5099,2020,2020-03,0.38340851147283783,0.01687979539641944
2020-03-06,USA,Texas,2457,58,1295,1104,4645,2020,2020-03,0.5289558665231432,0.023606023606023607
2020-03-06,Brazil,São Paulo,76,3,72,1,2714,2020,2020-03,0.02800294767870302,0.039473684210526314
2020-03-06,Brazil,Rio de Janeiro,600,17,218,365,9888,2020,2020-03,0.06067961165048544,0.028333333333333332
2020-03-06,Brazil,Bahia,2172,16,1429,727,4299,2020,2020-03,0.5052337752965806,0.007366482504604052
2020-03-06,Italy,Lombardy,2001,47,583,1371,5585,2020,2020-03,0.3582811101163832,0.02348825587206397
2020-03-06,Italy,Lazio,3589,139,2881,569,9545,2020,2020-03,0.37600838135149295,0.03872945110058512
2020-03-06,Italy,Veneto,4333,2,2452,1879,7030,2020,2020-03,0.6163584637268847,0.00046157396722824835
2020-03-06,South Africa,Gauteng,1100,16,236,848,3853,2020,2020-03,0.28549182455229694,0.014545454545454545
2020-03-06,South Africa,KwaZulu-Natal,4532,39,2231,2262,10148,2020,2020-03,0.4465904611746157,0.008605472197705208
2020-03-06,South Africa,Western Cape,4954,53,2808,2093,9289,2020,2020-03,0.533318979438045,0.010698425514735568
2020-03-07,India,Maharashtra,2162,64,2001,97,7276,2020,2020-03,0.2971412864211105,0.02960222016651249
2020-03-07,India,Kerala,416,2,324,90,8355,2020,2020-03,0.049790544584081387,0.004807692307692308
2020-03-07,India,Delhi,2266,5,14,2247,8730,2020,2020-03,0.2595647193585338,0.002206531332744925
2020-03-07,USA,New York,1071,40,536,495,4718,2020,2020-03,0.22700296735905046,0.03734827264239029
2020-03-07,USA,California,3619,141,2890,588,11626,2020,2020-03,0.31128505074832274,0.03896103896103896
2020-03-07,USA,Texas,4594,2,916,3676,6826,2020,2020-03,0.6730149428655142,0.00043535045711797995
2020-03-07,Brazil,São Paulo,1221,34,73,1114,8270,2020,2020-03,0.14764207980652963,0.027846027846027847
2020-03-07,Brazil,Rio de Janeiro,4771,141,1213,3417,12812,2020,2020-03,0.3723852638151733,0.029553552714315656
2020-03-07,Brazil,Bahia,1044,2,631,411,8018,2020,2020-03,0.1302070341731105,0.0019157088122605363
2020-03-07,Italy,Lombardy,326,11,107,208,5414,2020,2020-03,0.06021425932766901,0.03374233128834356
2020-03-07,Italy,Lazio,842,22,798,22,8500,2020,2020-03,0.09905882352941177,0.026128266033254157
2020-03-07,Italy,Veneto,1266,30,332,904,5166,2020,2020-03,0.2450638792102207,0.023696682464454975
2020-03-07,South Africa,Gauteng,3377,6,734,2637,9819,2020,2020-03,0.3439250432834301,0.0017767249037607344
2020-03-07,South Africa,KwaZulu-Natal,3372,63,1092,2217,6980,2020,2020-03,0.4830945558739255,0.018683274021352312
2020-03-07,South Africa,Western Cape,885,24,39,822,9596,2020,2020-03,0.09222592746977908,0.02711864406779661
2020-03-08,India,Maharashtra,1822,25,1672,125,10363,2020,2020-03,0.17581781337450544,0.013721185510428101
2020-03-08,India,Kerala,2864,78,932,1854,7516,2020,2020-03,0.38105375199574243,0.02723463687150838
2020-03-08,India,Delhi,193,3,102,88,6571,2020,2020-03,0.029371480748744485,0.015544041450777202
2020-03-08,USA,New York,2282,110,284,1888,7855,2020,2020-03,0.290515595162317,0.04820333041191937
2020-03-08,USA,California,2876,130,1637,1109,12661,2020,2020-03,0.22715425321854513,0.045201668984700974
2020-03-08,USA,Texas,2712,7,472,2233,7991,2020,2020-03,0.33938180453009636,0.0025811209439528023
2020-03-08,Brazil,São Paulo,1462,33,78,1351,4238,2020,2020-03,0.3449740443605474,0.022571819425444596
2020-03-08,Brazil,Rio de Janeiro,4887,111,2831,1945,11026,2020,2020-03,0.4432251042989298,0.022713321055862493
2020-03-08,Brazil,Bahia,3574,155,2094,1325,6468,2020,2020-03,0.5525664811379097,0.04336877448237269
2020-03-08,Italy,Lombardy,3155,147,778,2230,8328,2020,2020-03,0.37884245917387127,0.04659270998415214
2020-03-08,Italy,Lazio,363,13,0,350,9881,2020,2020-03,0.03673717235097662,0.03581267217630854
2020-03-08,Italy,Veneto,4410,175,1614,2621,11377,2020,2020-03,0.387624153994902,0.03968253968253968
2020-03-08,South Africa,Gauteng,3533,17,2720,796,9942,2020,2020-03,0.35536109434721386,0.004811774695726012
2020-03-08,South Africa,KwaZulu-Natal,2571,31,1230,1310,11879,2020,2020-03,0.21643235962623117,0.012057565149747181
2020-03-08,South Africa,Western Cape,2533,85,1672,776,8877,2020,2020-03,0.2853441477976794,0.03355704697986577
2020-03-09,India,Maharashtra,3296,75,2270,951,6381,2020,2020-03,0.516533458705532,0.02275485436893204
2020-03-09,India,Kerala,1571,53,1361,157,8782,2020,2020-03,0.17888863584604875,0.03373647358370465
2020-03-09,India,Delhi,1425,38,831,556,11402,2020,2020-03,0.12497807402210138,0.02666666666666667
2020-03-09,USA,New York,3,0,2,1,4446,2020,2020-03,0.0006747638326585695,0.0
2020-03-09,USA,California,3521,148,2484,889,9800,2020,2020-03,0.35928571428571426,0.042033513206475435
2020-03-09,USA,Texas,3809,113,1811,1885,8310,2020,2020-03,0.45836341756919374,0.029666579154633763
2020-03-09,Brazil,São Paulo,4187,121,3251,815,7967,2020,2020-03,0.5255428643153006,0.02889897301170289
2020-03-09,Brazil,Rio de Janeiro,694,18,527,149,7185,2020,2020-03,0.0965901183020181,0.025936599423631124
2020-03-09,Brazil,Bahia,765,15,688,62,6850,2020,2020-03,0.11167883211678832,0.0196078431372549
2020-03-09,Italy,Lombardy,1840,25,301,1514,3240,2020,2020-03,0.5679012345679012,0.01358695652173913
2020-03-09,Italy,Lazio,378,7,243,128,2571,2020,2020-03,0.147024504084014,0.018518518518518517
2020-03-09,Italy,Veneto,3730,106,2579,1045,7915,2020,2020-03,0.47125710675931776,0.028418230563002682
2020-03-09,South Africa,Gauteng,3145,126,1636,1383,8142,2020,2020-03,0.38626873004175877,0.04006359300476948
2020-03-09,South Africa,KwaZulu-Natal,1208,41,11,1156,3954,2020,2020-03,0.3055134041476985,0.03394039735099338
2020-03-09,South Africa,Western Cape,3482,56,720,2706,12968,2020,2020-03,0.26850709438618137,0.016082711085583
2020-03-10,India,Maharashtra,3805,12,2283,1510,8887,2020,2020-03,0.4281534826150557,0.0031537450722733244
2020-03-10,India,Kerala,994,29,136,829,9606,2020,2020-03,0.1034769935457006,0.029175050301810865
2020-03-10,India,Delhi,4351,143,2599,1609,12602,2020,2020-03,0.34526265672115536,0.032866007814295564
2020-03-10,USA,New York,4135,109,3402,624,14111,2020,2020-03,0.29303380341577495,0.026360338573155985
2020-03-10,USA,California,3652,40,3046,566,12429,2020,2020-03,0.29382894842706575,0.01095290251916758
2020-03-10,USA,Texas,3686,66,3079,541,8736,2020,2020-03,0.42193223443223443,0.017905588714053174
2020-03-10,Brazil,São Paulo,2271,98,2135,38,11210,2020,2020-03,0.20258697591436217,0.04315279612505504
2020-03-10,Brazil,Rio de Janeiro,1959,35,900,1024,4228,2020,2020-03,0.46333964049195836,0.017866258295048495
2020-03-10,Brazil,Bahia,2340,30,1112,1198,8842,2020,2020-03,0.26464600769056773,0.01282051282051282
2020-03-10,Italy,Lombardy,2619,20,566,2033,6090,2020,2020-03,0.43004926108374386,0.007636502481863307
2020-03-10,Italy,Lazio,1894,49,1421,424,5397,2020,2020-03,0.3509357050213081,0.02587117212249208
2020-03-10,Italy,Veneto,1752,8,849,895,9430,2020,2020-03,0.18579003181336162,0.0045662100456621
2020-03-10,South Africa,Gauteng,2710,119,1703,888,4730,2020,2020-03,0.572938689217759,0.043911439114391146
2020-03-10,South Africa,KwaZulu-Natal,1694,53,797,844,3014,2020,2020-03,0.5620437956204379,0.03128689492325856
2020-03-10,South Africa,Western Cape,4716,97,3907,712,5812,2020,2020-03,0.811424638678596,0.020568278201865988
2020-03-11,India,Maharashtra,2881,76,1597,1208,10746,2020,2020-03,0.2680997580495068,0.026379729260673376
2020-03-11,India,Kerala,4409,191,1806,2412,13408,2020,2020-03,0.3288335322195704,0.04332048083465639
2020-03-11,India,Delhi,1797,34,892,871,10753,2020,2020-03,0.1671161536315447,0.018920422927100722
2020-03-11,USA,New York,237,6,86,145,7861,2020,2020-03,0.030148836025950896,0.02531645569620253
2020-03-11,USA,California,1352,59,261,1032,11103,2020,2020-03,0.12176889129064217,0.04363905325443787
2020-03-11,USA,Texas,220,6,151,63,1664,2020,2020-03,0.13221153846153846,0.02727272727272727
2020-03-11,Brazil,São Paulo,687,27,138,522,9251,2020,2020-03,0.07426224191979246,0.039301310043668124
2020-03-11,Brazil,Rio de Janeiro,1488,6,532,950,8699,2020,2020-03,0.17105414415450051,0.004032258064516129
2020-03-11,Brazil,Bahia,2681,54,1862,765,9036,2020,2020-03,0.2967020805666224,0.020141738157403954
2020-03-11,Italy,Lombardy,2764,97,1139,1528,10670,2020,2020-03,0.2590440487347704,0.03509406657018813
2020-03-11,Italy,Lazio,2066,10,1926,130,3383,2020,2020-03,0.6107005616316878,0.00484027105517909
2020-03-11,Italy,Veneto,4418,13,2866,1539,9091,2020,2020-03,0.4859751402485975,0.0029425079221367134
2020-03-11,South Africa,Gauteng,562,24,41,497,2070,2020,2020-03,0.2714975845410628,0.042704626334519574
2020-03-11,South Africa,KwaZulu-Natal,2025,25,1718,282,3358,2020,2020-03,0.6030375223347231,0.012345679012345678
2020-03-11,South Africa,Western Cape,1248,15,258,975,10006,2020,2020-03,0.12472516490105937,0.01201923076923077
2020-03-12,India,Maharashtra,937,36,223,678,9556,2020,2020-03,0.09805357890330682,0.0384204909284952
2020-03-12,India,Kerala,2099,98,755,1246,5848,2020,2020-03,0.3589261285909713,0.046688899475940925
2020-03-12,India,Delhi,4963,155,938,3870,8646,2020,2020-03,0.5740226694425168,0.031231110215595406
2020-03-12,USA,New York,2548,27,2370,151,3968,2020,2020-03,0.6421370967741935,0.010596546310832025
2020-03-12,USA,California,2555,96,1624,835,6804,2020,2020-03,0.37551440329218105,0.037573385518591
2020-03-12,USA,Texas,622,15,104,503,6563,2020,2020-03,0.09477373152521712,0.024115755627009645
2020-03-12,Brazil,São Paulo,4918,206,991,3721,6590,2020,2020-03,0.7462822458270106,0.041886945912972755
2020-03-12,Brazil,Rio de Janeiro,2844,136,1754,954,9915,2020,2020-03,0.28683812405446296,0.04781997187060478
2020-03-12,Brazil,Bahia,564,16,349,199,1771,2020,2020-03,0.31846414455110106,0.028368794326241134
2020-03-12,Italy,Lombardy,3441,125,432,2884,11543,2020,2020-03,0.2981027462531404,0.03632664922987504
2020-03-12,Italy,Lazio,2967,117,626,2224,11102,2020,2020-03,0.26724914429832464,0.03943377148634985
2020-03-12,Italy,Veneto,1442,66,1332,44,6867,2020,2020-03,0.20998980632008155,0.04576976421636616
2020-03-12,South Africa,Gauteng,4408,198,3960,250,13024,2020,2020-03,0.33845208845208846,0.044918330308529944
2020-03-12,South Africa,KwaZulu-Natal,3568,151,1099,2318,9848,2020,2020-03,0.36230706742485785,0.04232062780269058
2020-03-12,South Africa,Western Cape,2011,11,571,1429,10396,2020,2020-03,0.1934397845325125,0.005469915464942815
2020-03-13,India,Maharashtra,1997,96,951,950,9206,2020,2020-03,0.21692374538344558,0.04807210816224337
2020-03-13,India,Kerala,2755,7,2024,724,9080,2020,2020-03,0.30341409691629956,0.002540834845735027
2020-03-13,India,Delhi,1489,62,434,993,8302,2020,2020-03,0.1793543724403758,0.041638683680322364
2020-03-13,USA,New York,2116,43,1145,928,7642,2020,2020-03,0.27689086626537557,0.020321361058601134
2020-03-13,USA,California,4553,2,4232,319,8683,2020,2020-03,0.5243579408038697,0.0004392708104546453
2020-03-13,USA,Texas,701,15,416,270,9705,2020,2020-03,0.07223080886141164,0.021398002853067047
2020-03-13,Brazil,São Paulo,4548,194,1968,2386,13348,2020,2020-03,0.34072520227749475,0.0426561125769569
2020-03-13,Brazil,Rio de Janeiro,4020,114,3247,659,5302,2020,2020-03,0.7582044511505093,0.028358208955223882
2020-03-13,Brazil,Bahia,762,18,226,518,8387,2020,2020-03,0.09085489447955168,0.023622047244094488
2020-03-13,Italy,Lombardy,1993,39,1359,595,9039,2020,2020-03,0.2204889921451488,0.019568489713998997
2020-03-13,Italy,Lazio,3876,141,2174,1561,10508,2020,2020-03,0.3688618195660449,0.03637770897832817
2020-03-13,Italy,Veneto,3485,140,1354,1991,10249,2020,2020-03,0.340033173968192,0.040172166427546625
2020-03-13,South Africa,Gauteng,3717,69,1255,2393,8835,2020,2020-03,0.42071307300509336,0.018563357546408393
2020-03-13,South Africa,KwaZulu-Natal,1888,15,1477,396,6043,2020,2020-03,0.3124276021843455,0.007944915254237288
2020-03-13,South Africa,Western Cape,2584,30,2194,360,6617,2020,2020-03,0.3905092942421037,0.011609907120743035
2020-03-14,India,Maharashtra,1569,27,1512,30,10502,2020,2020-03,0.14940011426394972,0.017208413001912046
2020-03-14,India,Kerala,2265,92,2148,25,7901,2020,2020-03,0.28667257309201366,0.04061810154525387
2020-03-14,India,Delhi,823,12,303,508,5550,2020,2020-03,0.1482882882882883,0.014580801944106925
2020-03-14,USA,New York,2956,45,1238,1673,4187,2020,2020-03,0.7059947456412706,0.015223274695534507
2020-03-14,USA,California,4375,32,2247,2096,6120,2020,2020-03,0.7148692810457516,0.007314285714285714
2020-03-14,USA,Texas,446,17,149,280,3514,2020,2020-03,0.12692088787706318,0.03811659192825112
2020-03-14,Brazil,São Paulo,4021,26,3574,421,5221,2020,2020-03,0.7701589733767478,0.006466053220591892
2020-03-14,Brazil,Rio de Janeiro,4702,72,3845,785,13545,2020,2020-03,0.3471391657438169,0.015312632922160783
2020-03-14,Brazil,Bahia,3608,87,755,2766,5449,2020,2020-03,0.6621398421728758,0.024113082039911308
2020-03-14,Italy,Lombardy,2068,61,233,1774,4138,2020,2020-03,0.49975833736104397,0.029497098646034815
2020-03-14,Italy,Lazio,3282,125,303,2854,5160,2020,2020-03,0.6360465116279069,0.038086532602071906
2020-03-14,Italy,Veneto,1242,9,1152,81,7220,2020,2020-03,0.17202216066481996,0.007246376811594203
2020-03-14,South Africa,Gauteng,697,15,121,561,8515,2020,2020-03,0.08185554903112155,0.021520803443328552
2020-03-14,South Africa,KwaZulu-Natal,4966,152,1848,2966,14527,2020,2020-03,0.34184621738831145,0.030608135320177206
2020-03-14,South Africa,Western Cape,3116,115,1813,1188,8987,2020,2020-03,0.346723044397463,0.03690629011553274
2020-03-15,India,Maharashtra,4821,109,2501,2211,6807,2020,2020-03,0.7082415160863816,0.022609417133374818
2020-03-15,India,Kerala,4994,245,812,3937,9398,2020,2020-03,0.5313896573739093,0.04905887064477373
2020-03-15,India,Delhi,1728,33,1352,343,4058,2020,2020-03,0.42582552981764416,0.019097222222222224
2020-03-15,USA,New York,1286,30,355,901,3515,2020,2020-03,0.3658605974395448,0.02332814930015552
2020-03-15,USA,California,1282,0,836,446,9663,2020,2020-03,0.13267101314291627,0.0
2020-03-15,USA,Texas,4864,120,2385,2359,6398,2020,2020-03,0.7602375742419506,0.024671052631578948
2020-03-15,Brazil,São Paulo,1896,36,1447,413,7528,2020,2020-03,0.2518597236981934,0.0189873417721519
2020-03-15,Brazil,Rio de Janeiro,3719,18,2815,886,8543,2020,2020-03,0.4353271684419993,0.004840010755579457
2020-03-15,Brazil,Bahia,2167,100,810,1257,10132,2020,2020-03,0.2138768258981445,0.046146746654360866
2020-03-15,Italy,Lombardy,940,34,230,676,4381,2020,2020-03,0.2145628851860306,0.036170212765957444
2020-03-15,Italy,Lazio,2176,105,582,1489,4345,2020,2020-03,0.5008055235903337,0.04825367647058824
2020-03-15,Italy,Veneto,488,5,405,78,6527,2020,2020-03,0.07476635514018691,0.010245901639344262
2020-03-15,South Africa,Gauteng,4874,191,4662,21,10602,2020,2020-03,0.459724580267874,0.03918752564628642
2020-03-15,South Africa,KwaZulu-Natal,3597,31,1919,1647,9579,2020,2020-03,0.3755089257751331,0.008618293021962747
2020-03-15,South Africa,Western Cape,3297,69,2049,1179,13144,2020,2020-03,0.2508368837492392,0.020928116469517744
2020-03-16,India,Maharashtra,4045,112,329,3604,5698,2020,2020-03,0.70989820989821,0.0276885043263288
2020-03-16,India,Kerala,3539,82,2472,985,8641,2020,2020-03,0.4095590788103229,0.02317038711500424
2020-03-16,India,Delhi,211,1,58,152,1550,2020,2020-03,0.13612903225806453,0.004739336492890996
2020-03-16,USA,New York,2207,73,164,1970,6077,2020,2020-03,0.36317261806812573,0.03307657453556864
2020-03-16,USA,California,3854,132,2668,1054,12099,2020,2020-03,0.318538722208447,0.034250129735339904
2020-03-16,USA,Texas,2278,23,1785,470,11334,2020,2020-03,0.20098817716604905,0.01009657594381036
2020-03-16,Brazil,São Paulo,747,30,356,361,8437,2020,2020-03,0.0885385800640038,0.040160642570281124
2020-03-16,Brazil,Rio de Janeiro,2730,82,428,2220,6364,2020,2020-03,0.428975487115022,0.030036630036630037
2020-03-16,Brazil,Bahia,2701,105,2029,567,8423,2020,2020-03,0.32066959515612015,0.03887449092928545
2020-03-16,Italy,Lombardy,3280,140,150,2990,11731,2020,2020-03,0.27960105702838634,0.042682926829268296
2020-03-16,Italy,Lazio,721,20,258,443,7017,2020,2020-03,0.10275046316089496,0.027739251040221916
2020-03-16,Italy,Veneto,949,25,885,39,10380,2020,2020-03,0.09142581888246629,0.026343519494204427
2020-03-16,South Africa,Gauteng,9,0,6,3,1897,2020,2020-03,0.004744333157617291,0.0
2020-03-16,South Africa,KwaZulu-Natal,1536,66,740,730,10703,2020,2020-03,0.1435111650938989,0.04296875
2020-03-16,South Africa,Western Cape,3621,13,833,2775,8996,2020,2020-03,0.40251222765673633,0.0035901684617508974
2020-03-17,India,Maharashtra,4499,33,2359,2107,12677,2020,2020-03,0.35489469117299044,0.007334963325183374
2020-03-17,India,Kerala,3970,31,118,3821,8890,2020,2020-03,0.4465691788526434,0.0078085642317380355
2020-03-17,India,Delhi,1297,39,1128,130,2521,2020,2020-03,0.5144783815946053,0.030069390902081727
2020-03-17,USA,New York,4524,104,763,3657,9205,2020,2020-03,0.4914720260727865,0.022988505747126436
2020-03-17,USA,California,929,29,120,780,4451,2020,2020-03,0.20871714221523252,0.031216361679224973
2020-03-17,USA,Texas,4082,183,1195,2704,13419,2020,2020-03,0.30419554363216333,0.04483096521313082
2020-03-17,Brazil,São Paulo,2239,53,1976,210,10975,2020,2020-03,0.20400911161731208,0.023671281822242072
2020-03-17,Brazil,Rio de Janeiro,1996,58,1128,810,5365,2020,2020-03,0.37204100652376515,0.02905811623246493
2020-03-17,Brazil,Bahia,3142,48,2455,639,12469,2020,2020-03,0.251984922608068,0.015276893698281349
2020-03-17,Italy,Lombardy,1118,55,142,921,6644,2020,2020-03,0.16827212522576762,0.049194991055456175
2020-03-17,Italy,Lazio,3399,87,3226,86,12717,2020,2020-03,0.26728001887237557,0.02559576345984113
2020-03-17,Italy,Veneto,2188,105,10,2073,7822,2020,2020-03,0.2797238557913577,0.047989031078610606
